-2.314855116471542296e+00,2.836658882835111140e+00,-1.333038811706259992e+02,-3.764998861451184808e+01,1.286139093397346471e+02,3.416743829928649916e+02
-5.008714784592068980e+00,3.251722983788505467e-02,-1.402380102901045689e+02,-6.173192506306742189e+01,1.561261469234760284e+02,3.292582353459056321e+02
-2.139513753437090493e+00,4.801988019136951280e+00,-1.156686030927005078e+02,-6.632820958829664448e+01,1.695652303442271034e+02,3.654443203432185783e+02
-4.653089391440296652e+00,7.123663702590185665e+00,-1.288622959311695979e+02,-8.757880965002028972e+01,1.387778790463013934e+02,3.527414850731030924e+02
-8.075257590898042181e+00,3.152925234281677369e+00,-1.428138897809382399e+02,-1.104095959246522227e+02,1.138706411643015457e+02,3.353985892514309626e+02
2.524605227576822930e+00,5.974479120589517578e+00,-1.294991178762026323e+02,-7.475132203291289557e+01,8.161439632917581832e+01,3.464295417880813943e+02
-1.950517549633271397e+00,1.215226790435036230e+00,-1.244704101002592438e+02,-9.646654241471830460e+01,7.155215285042618234e+01,3.360009544882701675e+02
-5.489880437697319593e+00,8.034149437582147613e+00,-1.327239615833710218e+02,-6.970219348268086890e+01,1.422381454348633270e+02,3.309365598951187621e+02
-9.649464022732495039e+00,-5.250682021283531453e-01,-1.420033733405267640e+02,-7.194540177983441254e+01,1.955964873359585567e+02,3.276601049183046257e+02
-7.057047881547386936e+00,1.674145713404096458e+00,-1.369587661049471876e+02,-9.142923966794754165e+01,1.288975867659604262e+02,3.271953187876953280e+02
-8.996337425157616252e+00,3.133185763595253359e+00,-1.343200998672920718e+02,-1.166474144295168287e+02,1.089607032384516287e+02,3.192763296306444545e+02
-2.034474686847556058e+00,6.164770979910809690e-01,-1.324429985515871522e+02,-9.547076444384504157e+01,8.619445821576444189e+01,3.265394320845726952e+02
-3.425364335345787992e-01,3.999321158676961474e+00,-1.318656631082311890e+02,-7.976137884411153323e+01,8.863846307671178693e+01,3.298842204945829621e+02
-1.287617648635190071e-01,9.506081929908424266e-01,-1.399479704944048422e+02,-1.126013888019673459e+02,7.836850175420778442e+01,3.124011532724034055e+02
-3.180741191697012749e+00,-4.525882416424104049e-01,-1.267342295920537509e+02,-9.189971779999403623e+01,1.074347997070281622e+02,3.353507569920537321e+02
